race,age,engnat,gender,hand,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10
3,20,1,2,1,3,2,5,3,4,2,4,4,4,4
3,34,1,2,1,2,1,3,3,4,1,3,3,3,3
4,29,2,2,1,3,2,4,2,5,2,4,3,4,3
3,44,1,2,2,2,2,4,4,4,2,3,4,1,4
3,21,1,1,2,1,5,3,5,1,1,1,5,1,5
13,48,1,1,1,2,2,4,4,3,3,4,4,2,4
3,30,2,2,1,2,2,3,3,3,2,3,5,3,5
1,43,1,1,2,3,2,4,2,4,2,3,3,4,2
1,19,1,2,1,1,4,3,5,2,2,1,5,1,5
13,22,2,2,1,2,5,3,3,3,4,3,4,2,2
5,17,1,2,1,3,2,2,3,4,2,4,2,4,3
3,19,1,2,2,4,1,5,1,5,1,4,3,3,3
3,22,1,2,1,4,3,3,2,4,3,3,2,3,4
5,23,1,1,1,4,2,5,1,5,4,5,5,5,2
3,18,1,2,1,4,1,5,1,4,1,4,3,4,2
3,18,1,2,2,4,1,4,2,5,1,4,3,3,2
3,17,1,2,1,3,1,4,2,4,2,3,4,2,2
3,17,1,1,1,4,3,5,3,4,2,3,2,5,3
1,18,1,1,1,4,4,4,4,4,5,4,5,3,5
3,16,1,1,1,4,3,4,4,4,4,2,2,4,5
1,17,1,2,1,2,3,3,3,4,3,1,4,2,4
3,18,1,2,3,5,3,3,4,4,2,5,4,5,5
3,16,1,1,1,4,2,4,1,4,1,2,2,5,5
3,30,1,1,2,1,1,4,4,4,2,2,4,2,3
3,55,1,2,1,1,3,1,5,2,4,2,5,1,5
3,55,1,2,1,2,5,3,4,4,2,2,5,2,5
3,18,1,2,2,1,3,4,3,3,2,2,5,1,5
3,19,1,1,2,2,3,2,3,3,2,2,3,5,5
3,19,1,1,1,4,1,5,1,3,1,5,2,5,2
3,16,1,2,1,2,3,4,3,3,4,3,5,2,4
3,17,1,2,1,2,3,3,3,3,3,2,4,1,5
3,23,1,2,1,1,3,3,2,4,2,4,4,2,4
13,18,2,2,1,3,2,4,2,4,2,4,2,3,3
3,42,1,2,1,2,1,5,3,5,1,2,4,2,3
3,24,1,1,1,4,2,4,2,4,2,4,3,4,2
3,18,1,2,1,4,2,4,2,5,2,5,3,4,3
11,23,2,1,1,3,5,1,5,1,5,1,5,2,5
3,28,1,2,1,3,2,5,3,4,2,5,5,1,5
13,54,1,2,3,3,1,3,3,3,2,4,2,1,4
11,25,2,2,1,3,4,4,4,2,4,2,5,2,5
4,21,1,1,1,4,2,5,1,5,1,4,2,5,2
3,38,1,2,1,1,3,3,4,3,1,4,3,3,4
3,57,1,2,1,4,1,4,3,4,2,5,5,3,1
3,23,1,1,1,1,5,4,4,3,2,1,3,4,5
3,23,1,2,1,1,3,2,3,1,3,1,2,3,4
3,18,1,2,1,2,5,4,5,2,3,1,5,1,5
3,16,1,1,1,1,4,4,5,3,4,2,5,3,5
3,18,1,2,1,3,2,4,2,5,1,5,2,5,3
5,19,1,1,1,1,3,3,4,2,2,3,5,2,5
3,19,1,2,1,3,2,5,2,4,2,4,3,3,2
4,17,1,2,3,2,4,3,5,3,3,1,2,1,5
3,22,1,2,1,1,2,1,4,3,1,1,5,1,5
3,22,1,2,1,2,5,4,5,4,4,5,5,1,2
3,17,1,1,1,1,3,4,3,4,3,1,3,2,4
3,16,1,2,1,2,4,2,5,1,4,4,2,1,5
3,18,1,2,1,3,2,4,2,5,1,2,2,5,4
3,22,1,1,1,4,1,5,1,5,1,5,1,5,1
3,18,1,2,1,3,1,5,1,5,1,3,4,2,2
3,40,1,2,1,1,5,1,5,3,1,1,5,1,5
8,64,1,2,3,4,2,4,2,5,2,5,2,4,2
3,21,2,2,1,3,1,5,2,5,1,5,1,5,1
3,28,1,2,1,3,2,4,3,4,2,3,5,3,3
3,20,1,1,1,1,2,3,4,2,2,1,4,2,4
6,18,1,2,1,2,4,3,4,4,3,1,5,1,4
3,24,2,2,1,3,4,5,2,5,4,5,1,5,2
3,54,1,2,1,2,4,4,3,4,1,4,3,3,3
1,35,1,2,2,2,4,4,3,3,3,3,5,2,4
3,27,2,2,1,4,1,4,2,5,1,5,2,5,3
3,44,1,1,1,4,3,3,2,4,2,4,4,4,2
4,21,2,1,1,1,5,3,3,4,3,4,3,4,4
11,41,2,2,1,2,4,2,3,3,3,1,4,3,5
3,53,2,2,1,4,3,5,3,5,1,5,3,4,4
3,48,1,2,1,3,2,4,2,4,2,3,3,4,3
6,44,1,2,1,2,3,5,3,3,3,3,1,3,5
1,21,1,2,2,2,2,4,2,4,2,3,3,4,3
1,18,1,1,1,2,3,3,4,2,3,1,3,3,4
3,22,1,1,1,2,2,3,3,3,3,3,4,2,3
13,26,1,2,1,3,3,4,3,5,1,2,4,3,3
13,22,1,2,1,1,2,4,3,5,4,4,4,1,1
13,24,2,1,1,3,4,4,3,5,3,5,3,3,2
1,13,1,1,1,5,1,5,1,5,2,5,1,5,4
1,19,1,2,1,1,4,3,3,2,3,2,5,1,3
3,17,1,2,1,2,4,2,5,2,3,1,5,1,5
3,19,1,2,2,2,4,3,5,2,4,1,3,3,4
11,18,1,2,1,5,1,5,2,5,1,5,1,5,3
4,17,1,2,1,2,4,4,4,3,4,3,4,3,4
1,23,1,2,1,3,2,4,2,4,2,4,5,2,3
13,46,1,1,1,2,5,3,4,3,3,2,5,2,5
3,34,1,1,1,2,3,3,3,3,3,2,3,2,3
3,25,1,1,1,4,1,5,2,4,1,3,2,4,3
3,28,1,1,1,2,1,4,3,5,1,3,1,3,2
11,20,2,2,1,4,3,3,3,5,3,5,3,5,3
3,18,1,1,1,1,4,5,3,4,1,1,3,2,5
1,15,1,2,1,1,4,2,5,3,4,1,5,1,5
3,18,1,1,3,2,2,4,4,1,2,1,5,4,4
6,23,1,2,1,4,1,4,2,5,1,2,4,2,5
3,31,1,1,1,3,1,2,2,4,1,2,2,5,5
13,13,1,2,1,2,3,1,5,2,3,1,5,2,5
8,18,2,1,1,5,1,4,1,5,1,5,1,5,2
11,21,2,1,1,1,3,2,4,3,3,2,4,2,4
3,22,1,2,1,1,4,4,5,3,4,3,2,1,4
3,19,1,1,1,1,5,2,5,1,3,1,5,1,5
3,18,1,2,1,4,3,4,2,4,4,5,3,3,1
13,22,2,2,1,3,2,3,3,4,2,4,3,3,2
3,47,2,1,2,3,2,2,2,4,1,5,2,4,2
3,51,1,1,2,2,3,3,4,4,3,4,5,3,3
3,21,1,1,1,1,4,1,5,2,5,1,5,1,5
13,22,1,1,1,5,1,5,2,4,3,4,5,3,2
1,18,1,1,1,4,1,3,1,3,1,3,1,5,5
3,18,1,1,1,3,3,5,3,4,2,2,4,3,4
3,17,1,2,1,4,1,5,1,5,2,5,2,5,2
1,20,1,1,1,2,3,2,2,3,2,2,4,3,4
8,19,1,2,1,3,1,4,2,4,1,3,3,4,3
3,20,1,1,1,4,3,4,1,3,2,4,3,4,2
3,17,1,1,1,3,2,3,3,4,4,1,1,4,2
3,18,1,2,2,1,4,2,4,3,5,1,4,3,4
11,24,1,2,1,2,3,3,3,3,3,3,3,3,3
3,17,1,2,2,4,2,4,2,4,2,4,2,4,3
3,23,1,2,1,1,2,1,4,3,2,2,4,2,5
3,33,1,2,1,1,2,3,3,3,3,1,5,2,5
11,30,2,1,1,3,3,4,1,3,3,2,2,5,2
3,22,1,2,1,4,1,3,3,3,1,3,2,5,4
3,19,1,1,1,2,2,4,4,4,3,2,5,2,5
3,27,1,2,1,4,2,5,1,5,1,5,2,4,4
3,16,1,2,2,4,2,4,3,4,3,2,2,4,5
8,18,1,2,1,1,1,5,1,5,5,5,4,5,4
11,25,2,2,1,4,2,4,3,5,1,3,5,1,4
3,35,1,2,1,3,2,4,3,3,1,4,3,3,3
1,18,1,2,1,2,4,3,5,3,4,2,5,1,4
11,18,2,1,1,5,5,5,5,5,5,5,5,5,5
1,18,1,2,1,2,4,3,5,3,4,2,5,1,4
6,18,2,2,1,3,2,5,2,5,2,3,3,5,2
12,18,1,2,1,5,1,4,5,5,3,5,5,5,1
1,20,1,2,1,1,2,2,5,2,2,1,3,4,5
3,20,1,2,1,5,1,5,1,5,1,5,1,5,1
3,57,1,2,1,4,1,5,3,5,1,5,2,5,2
11,30,2,2,1,2,2,4,2,2,2,2,2,3,4
3,22,1,2,2,2,3,4,3,3,1,4,5,5,3
1,23,1,2,1,4,3,3,3,4,1,4,3,4,5
3,33,1,2,1,2,2,2,3,3,2,2,5,2,3
13,23,2,1,1,2,5,2,4,1,5,1,4,2,4
1,18,1,1,1,1,3,3,5,2,2,1,5,1,5
3,25,2,2,1,2,3,3,2,2,4,3,3,2,5
13,20,2,2,1,1,2,2,3,4,3,1,4,2,3
1,16,1,2,1,4,3,3,3,4,3,5,4,3,4
3,36,2,1,1,2,2,4,4,4,2,4,4,2,2
3,30,1,1,2,4,1,5,1,5,1,4,2,5,2
3,16,1,2,1,4,2,5,2,4,2,5,3,4,2
3,18,1,2,1,1,3,1,5,3,3,1,5,2,5
3,21,1,2,1,4,1,4,1,4,2,5,2,4,4
3,19,1,1,1,2,4,2,4,3,2,2,4,2,5
1,25,1,1,2,1,5,5,5,5,5,5,5,1,5
13,15,2,2,1,3,5,2,5,3,3,1,4,4,5
3,31,1,1,1,3,2,3,2,3,2,3,4,1,5
3,22,1,2,1,2,4,4,3,3,4,2,2,4,4
3,20,1,1,1,1,5,1,4,1,5,1,4,1,5
13,19,2,2,1,1,5,4,4,4,2,1,5,1,4
3,22,2,2,2,4,2,2,3,5,1,4,2,4,3
5,18,1,2,1,3,2,5,3,2,2,4,3,3,3
13,27,1,2,2,2,5,3,4,3,5,1,5,1,5
11,22,1,2,1,1,5,3,5,2,5,1,5,1,5
3,18,1,2,1,2,2,2,4,2,1,1,4,3,4
3,23,1,2,1,4,4,4,4,5,1,5,5,2,5
3,25,1,2,1,2,2,2,4,2,3,1,4,3,5
3,22,1,1,1,1,2,2,3,5,1,5,2,4,3
3,20,1,2,1,2,3,1,4,1,4,5,5,3,5
3,19,1,3,1,2,4,2,4,2,3,1,3,3,5
13,26,2,2,1,2,1,5,5,5,1,1,5,1,5
11,25,2,2,1,3,2,2,3,3,2,2,3,3,5
3,52,1,2,1,5,1,5,1,5,1,5,1,5,2
3,24,2,2,1,4,1,5,2,5,1,5,1,5,1
3,19,1,2,1,2,4,3,4,3,4,2,4,1,5
11,19,2,1,1,5,2,3,4,3,5,2,4,1,5
3,21,1,1,1,1,4,1,5,1,5,1,5,1,5
3,21,1,2,1,1,5,4,5,4,1,1,1,1,5
13,19,2,1,1,1,2,2,4,4,5,3,2,4,4
4,50,2,2,1,2,5,5,1,4,4,4,1,5,5
4,23,2,2,1,1,1,3,2,2,2,2,1,4,5
3,53,1,1,1,1,4,3,4,3,4,2,4,2,3
3,60,2,2,1,2,1,5,1,5,1,5,2,4,1
11,34,2,2,1,4,2,4,4,2,2,4,5,1,4
4,33,2,1,1,1,4,2,5,2,4,1,4,1,4
11,25,2,1,2,4,1,5,2,5,2,4,4,4,2
3,48,1,2,1,4,1,5,1,5,1,5,1,5,1
13,18,1,2,1,1,3,3,5,3,3,1,5,1,4
1,17,2,3,2,1,3,3,4,3,3,1,4,2,4
3,42,1,1,1,2,4,3,3,3,3,3,3,4,3
5,22,1,2,1,3,3,4,2,4,3,4,1,5,3
11,16,1,1,1,1,4,5,3,4,4,1,4,5,5
3,18,2,2,1,5,1,4,1,5,1,5,1,5,1
6,17,1,1,1,2,3,4,3,4,2,3,3,3,3
3,22,1,1,1,3,3,3,3,2,3,2,5,2,4
3,36,1,1,1,1,1,2,3,3,1,2,4,5,4
13,23,1,2,1,1,2,4,3,5,3,5,2,5,2
13,19,1,1,1,1,5,2,4,1,3,1,5,1,5
5,48,2,1,1,2,3,3,4,3,3,1,3,3,5
11,21,1,2,1,2,3,2,4,4,2,1,5,1,4
3,27,1,2,1,3,3,3,4,4,2,2,3,2,3
3,61,1,2,1,1,4,3,3,4,2,3,4,2,2
13,23,2,1,1,1,5,5,5,5,5,1,5,5,5
3,39,1,2,1,4,2,4,2,5,1,4,3,3,4
3,20,1,2,2,5,3,4,4,3,2,3,3,4,4
3,42,1,1,1,4,1,5,2,5,1,5,2,5,1
11,23,2,2,1,4,2,4,2,4,2,4,3,2,3
3,18,2,2,1,1,3,2,3,1,4,1,5,2,4
3,18,2,2,1,1,1,3,3,1,1,1,1,4,1
3,24,1,2,2,5,1,5,1,5,1,5,2,5,1
13,16,1,2,1,4,4,4,3,5,1,4,3,4,5
11,1995,2,1,1,1,3,3,3,2,3,3,4,2,5
3,17,2,2,1,2,4,3,4,4,4,1,2,3,5
6,19,1,2,1,4,3,4,4,2,3,5,2,3,4
3,29,1,2,1,2,2,5,4,4,3,3,1,3,5
13,21,2,2,3,4,3,4,5,3,2,2,3,4,2
11,25,2,2,1,1,5,1,4,1,5,1,5,1,5
3,17,1,2,1,3,4,5,1,4,1,4,2,5,2
11,17,2,2,1,3,2,4,3,3,3,3,4,2,5
4,30,2,1,1,3,2,4,2,4,4,4,1,5,2
3,30,1,2,1,1,4,1,5,1,5,1,5,1,5
3,40,1,2,1,2,1,3,3,3,1,2,3,3,3
13,18,1,2,1,1,3,2,5,2,1,3,4,2,5
3,20,1,1,1,3,2,4,2,4,1,4,3,5,5
3,19,1,1,1,3,4,3,4,1,1,1,5,1,5
3,18,1,2,1,4,1,5,1,5,1,5,3,2,1
13,18,1,2,1,4,1,3,2,5,1,3,3,1,5
3,15,1,2,1,5,1,4,1,4,1,2,2,5,2
3,38,1,2,1,2,4,3,4,3,3,3,5,1,5
3,17,1,2,1,4,3,5,2,5,2,4,2,4,3
3,54,1,2,1,1,5,4,3,2,2,1,2,1,4
3,32,1,2,1,4,3,3,3,2,2,1,5,2,5
11,13,2,2,1,3,3,3,5,2,4,1,4,1,5
0,66,1,2,1,2,2,3,3,3,2,3,5,2,3
3,18,1,2,2,4,3,3,3,5,2,4,2,4,3
6,16,1,2,1,1,3,3,4,3,4,3,4,1,5
3,24,2,1,1,4,2,4,2,4,5,5,2,5,3
11,30,1,2,1,1,5,4,5,2,5,1,3,2,5
3,23,1,1,1,3,3,4,3,5,2,5,3,4,4
9,22,2,2,1,4,1,5,2,3,3,3,3,5,4
5,21,2,2,1,3,2,5,1,5,1,5,5,5,2
3,18,1,1,1,3,1,5,3,5,3,4,3,5,2
1,17,1,1,1,5,1,1,1,1,1,1,1,5,5
4,15,2,2,1,5,5,5,3,4,2,2,3,5,4
3,24,2,2,1,4,3,3,3,3,2,3,3,3,4
3,37,1,1,2,2,4,2,4,4,2,1,4,2,4
3,55,1,1,1,4,1,5,2,5,1,5,2,5,1
13,18,2,2,1,4,2,5,2,5,1,3,3,4,2
3,36,1,1,1,3,3,5,3,4,2,3,5,2,3
1,24,2,2,1,5,1,5,1,3,1,2,2,4,4
3,36,1,2,1,3,3,4,3,5,2,4,4,2,3
3,49,2,1,1,4,2,5,2,4,2,4,1,5,3
3,23,2,2,2,3,2,4,2,4,2,2,4,2,3
3,48,1,1,1,5,1,5,1,5,1,5,1,5,1
8,17,1,1,2,3,4,4,3,4,2,4,4,4,4
3,68,1,1,1,3,2,4,3,4,2,4,4,4,2
6,18,1,2,1,5,2,3,2,5,1,5,2,5,4
13,30,2,1,1,1,1,1,1,1,3,1,3,3,1
12,36,1,1,1,4,3,5,2,4,1,5,1,5,2
3,14,1,2,1,2,2,3,2,3,2,3,3,3,5
3,18,1,2,1,3,2,4,2,5,1,5,2,4,1
3,38,2,1,1,4,2,4,3,4,2,3,3,3,3
13,20,2,2,1,5,1,5,1,5,1,5,1,5,5
3,17,1,2,2,3,1,4,2,4,2,4,3,4,4
6,19,1,1,1,4,4,4,2,5,2,4,2,4,4
11,23,2,2,1,4,2,5,3,4,2,4,2,4,5
3,25,2,1,1,2,4,3,4,2,4,2,4,2,4
4,22,2,1,1,5,1,5,4,5,1,5,3,5,3
3,33,2,2,1,2,1,4,3,2,2,2,4,5,4
13,31,1,1,1,3,1,3,1,4,1,5,3,3,3
3,46,1,1,1,3,1,4,2,4,1,4,2,4,2
13,45,1,2,1,3,3,5,3,5,3,5,5,5,2
5,21,2,2,1,2,3,3,4,2,3,2,3,2,4
13,47,2,1,1,1,2,3,4,4,3,3,4,3,4
12,28,2,2,1,2,3,4,2,2,4,3,4,2,3
3,23,1,2,1,5,1,4,3,5,1,3,1,5,4
3,19,1,2,1,1,4,3,4,2,4,1,5,3,5
13,24,1,2,1,4,1,5,3,5,3,5,3,5,3
3,16,2,2,1,4,1,4,3,5,2,5,3,4,3
3,29,1,3,1,1,3,2,5,3,2,1,5,1,5
3,19,1,2,1,1,4,1,3,2,3,1,5,1,5
13,21,1,2,1,1,1,5,4,1,1,1,2,5,4
1,13,1,2,1,3,4,5,4,4,3,3,4,4,4
3,21,1,2,1,3,1,5,3,5,1,5,4,3,3
1,20,2,1,1,4,3,4,3,4,2,3,3,3,4
13,14,1,2,1,3,1,5,1,4,2,2,4,5,3
3,51,1,2,1,2,2,4,4,5,2,4,4,2,2
11,24,2,2,1,1,3,3,3,4,2,3,3,2,4
5,18,1,2,1,4,2,5,3,4,2,5,2,5,3
4,25,1,2,1,3,1,5,2,5,1,3,1,5,1
11,35,2,2,1,3,4,4,3,3,3,2,2,4,3
1,17,1,2,1,4,1,3,3,3,2,4,2,3,3
13,22,2,2,1,5,5,1,4,5,5,3,1,5,3
3,36,1,2,1,3,2,4,4,4,3,2,4,3,4
3,17,1,1,1,1,5,3,5,1,5,1,5,3,5
3,21,2,2,1,3,3,4,2,4,4,2,3,4,2
3,19,0,2,1,3,2,3,3,4,2,3,4,3,3
13,17,2,2,1,2,3,3,2,3,1,3,3,3,3
11,20,2,2,1,3,4,3,3,5,5,2,5,5,2
5,19,2,2,1,3,2,3,3,4,4,2,5,2,3
3,22,1,1,1,4,2,5,2,5,2,5,3,4,3
3,71,1,2,1,4,2,5,2,5,2,5,2,4,4
13,17,2,2,1,1,4,2,3,1,4,1,3,2,4
1,26,1,2,1,4,1,3,5,5,1,4,5,3,1
13,19,2,2,1,5,3,5,4,5,4,4,5,1,3
3,16,1,3,1,4,3,3,3,4,2,4,5,3,5
13,20,1,2,1,1,2,3,3,3,4,1,2,4,5
3,18,1,2,1,4,1,4,2,4,1,5,1,5,2
3,26,2,2,1,4,2,4,1,5,1,5,4,4,3
1,48,1,1,2,5,1,5,1,5,1,5,5,5,1
3,19,1,1,2,1,4,3,3,3,4,1,4,5,5
3,57,1,2,2,2,2,3,4,4,1,2,5,1,3
3,19,2,2,1,2,4,2,5,2,3,3,5,1,5
11,19,1,1,1,1,2,1,4,1,4,1,5,1,5
3,28,2,1,2,4,1,5,1,5,1,5,3,4,1
3,24,1,1,1,3,3,3,3,3,3,2,3,3,4
6,14,1,1,3,5,1,5,5,5,5,5,5,5,5
13,17,1,2,1,3,4,2,4,2,4,2,5,4,5
3,30,1,1,1,2,2,3,3,3,2,4,3,3,2
13,18,2,2,1,4,3,5,1,5,4,5,5,1,4
3,43,2,2,1,3,2,4,3,4,2,3,3,1,3
3,43,1,2,1,2,3,3,5,2,4,2,1,2,4
13,19,2,2,1,1,4,1,4,3,5,2,1,1,4
3,23,2,1,1,2,3,3,3,2,2,2,4,4,4
3,17,1,2,1,1,3,2,4,2,2,1,5,1,4
4,18,1,2,1,2,3,1,3,2,4,2,3,2,5
11,18,1,2,1,3,3,2,5,4,3,5,4,2,5
1,28,1,1,1,4,3,3,3,5,2,5,3,5,1
13,23,1,2,1,3,1,4,2,5,1,3,2,2,4
13,19,1,2,2,2,3,2,5,2,3,1,5,1,5
11,19,2,2,1,3,2,4,4,4,3,2,4,2,5
1,27,1,2,1,5,3,5,3,4,3,3,3,3,3
3,20,1,2,1,4,1,3,3,4,2,3,3,5,4
3,23,1,2,1,2,4,4,5,1,3,1,4,2,5
3,18,1,2,1,2,5,3,3,2,4,3,4,2,5
13,19,2,2,1,5,1,5,1,5,1,5,3,5,1
3,55,1,1,3,4,4,2,4,4,2,2,2,4,4
5,17,1,2,1,3,1,5,3,4,1,3,4,2,5
6,24,1,2,1,1,1,5,5,5,1,3,5,1,3
3,45,1,2,1,3,1,5,1,5,1,4,3,4,2
0,49,1,2,1,3,3,4,3,5,3,5,4,3,1
3,20,1,1,1,3,3,3,4,3,3,3,4,4,4
13,21,2,2,1,3,3,2,3,2,2,1,4,2,5
3,20,1,2,1,2,5,3,4,3,3,3,5,1,5
3,52,1,2,1,4,2,4,1,4,1,4,2,5,2
3,19,1,2,1,3,2,2,2,2,1,1,2,4,4
3,31,2,2,1,3,3,3,3,3,2,2,3,3,3
3,32,1,2,1,3,2,5,1,4,1,3,2,2,1
13,20,1,1,1,4,1,5,1,5,1,5,4,4,2
3,27,1,1,1,2,2,4,3,4,3,2,5,3,2
5,19,1,2,1,4,3,4,2,4,4,3,2,2,3
1,18,1,1,1,4,1,4,2,4,1,4,2,5,1
1,18,1,1,1,3,4,3,3,2,3,3,4,3,5
13,19,1,1,1,4,1,5,2,5,1,5,2,4,1
3,25,2,1,1,4,2,5,3,5,2,5,3,4,3
3,22,1,2,1,2,3,3,4,2,2,1,5,1,5
11,20,2,2,1,1,4,1,5,1,4,1,5,2,5
13,27,1,2,1,3,3,4,3,4,3,3,4,4,3
3,19,1,2,1,1,5,1,5,1,5,1,5,1,5
11,18,1,2,1,3,2,4,3,5,2,4,4,3,3
3,18,1,2,2,4,2,5,3,5,1,4,5,4,5
3,22,1,3,2,1,5,2,5,1,5,1,5,1,5
13,21,2,2,1,1,1,3,1,1,1,1,1,5,5
3,21,1,2,1,5,1,5,1,5,1,5,3,3,2
3,20,1,2,1,5,1,5,1,5,1,5,2,5,1
1,19,1,1,1,1,4,4,4,4,3,2,3,3,4
13,18,2,2,1,4,2,5,2,5,2,5,4,2,4
11,20,2,2,1,3,2,4,3,4,2,3,4,4,3
13,18,2,1,2,3,3,3,4,4,4,3,2,3,4
3,18,1,2,1,4,2,5,2,4,1,5,3,4,1
3,18,2,1,1,4,3,4,4,2,2,2,3,1,4
3,19,1,2,1,3,2,4,2,3,1,5,3,5,4
3,43,1,2,1,2,2,3,2,3,2,4,5,2,3
11,19,2,2,1,2,3,3,4,3,3,2,2,2,4
6,19,1,2,1,2,3,5,2,5,1,5,3,4,1
6,18,1,1,1,4,2,5,3,4,3,5,2,2,1
3,19,1,2,1,2,2,5,2,4,2,2,3,3,2
3,20,1,2,1,3,1,5,2,5,1,3,3,5,2
13,23,1,2,2,1,4,1,5,2,3,1,5,1,5
3,25,1,2,1,3,2,5,2,5,1,4,3,3,2
3,63,2,2,1,3,3,5,4,4,1,4,3,4,2
13,20,1,1,2,3,5,5,5,2,2,1,4,5,3
3,14,1,1,1,2,4,4,4,4,2,4,4,4,4
13,18,2,1,0,2,4,2,4,3,2,3,5,1,5
13,17,1,2,3,5,1,2,2,5,2,2,4,2,4
4,20,1,2,1,2,2,4,3,4,2,2,2,5,4
3,40,1,2,1,1,1,5,1,4,1,3,4,4,4
13,21,2,1,1,5,3,5,2,5,1,5,5,5,3
4,18,1,1,1,3,5,2,4,4,2,2,3,5,2
6,32,1,2,1,5,3,4,1,4,2,4,2,5,4
6,28,1,2,1,2,2,5,2,4,2,4,3,4,4
3,20,1,2,1,3,1,5,1,5,1,4,1,5,2
3,52,1,1,1,3,2,5,2,5,2,3,3,4,4
3,17,2,1,1,3,3,3,2,3,1,2,2,2,5
3,20,2,2,1,4,1,5,1,5,1,5,1,5,2
3,21,1,2,1,3,2,5,1,4,1,4,2,3,2
3,18,1,1,1,4,1,5,1,5,2,4,2,5,2
3,19,2,2,1,1,3,3,4,2,3,1,3,3,5
3,45,1,2,1,3,2,4,3,5,2,4,3,5,2
3,18,1,2,2,3,2,4,1,5,4,5,1,5,4
3,22,1,1,1,3,2,4,3,4,2,4,3,5,3
3,18,1,2,1,1,3,4,1,3,2,2,3,3,3
3,29,1,2,1,3,5,3,5,2,4,1,3,5,5
13,18,1,2,1,4,3,5,2,5,2,4,4,3,3
3,23,2,2,1,2,5,4,5,1,3,1,4,1,5
3,18,1,2,1,2,4,3,4,4,4,3,5,2,4
3,43,1,1,2,1,5,3,4,2,4,1,4,2,4
12,16,1,2,1,1,2,3,4,3,1,1,5,1,5
5,14,2,2,1,3,3,2,2,3,2,2,2,2,5
3,20,1,2,1,4,2,4,2,4,2,4,2,4,2
3,39,2,2,1,3,1,4,2,3,1,2,2,4,3
3,53,1,1,1,4,3,4,3,3,2,4,3,4,4
6,20,1,1,1,3,3,4,4,4,2,4,3,4,3
8,15,2,2,1,4,3,4,4,3,5,1,3,5,5
3,18,1,1,1,1,4,2,4,2,3,1,4,3,5
3,14,1,2,1,1,3,5,2,5,2,2,4,1,2
3,19,1,1,1,2,4,2,4,3,3,2,4,2,5
3,19,1,1,1,2,4,4,2,4,2,4,3,3,2
3,25,1,2,1,2,2,3,3,2,3,1,5,1,5
3,19,1,2,1,4,2,3,1,5,1,4,3,3,1
13,19,2,2,1,4,1,5,1,5,1,5,3,5,4
3,23,1,2,1,3,1,5,2,4,1,4,3,3,5
3,28,1,2,1,2,2,4,3,4,2,5,5,4,3
3,16,1,1,1,1,2,1,5,1,2,1,5,1,5
3,15,2,1,1,4,4,2,4,1,4,4,5,3,5
1,16,1,1,1,3,1,4,2,4,2,4,2,4,2
3,16,1,2,1,4,2,3,2,5,4,5,3,3,2
13,16,1,2,2,1,4,2,4,4,4,1,5,2,5
5,14,1,1,1,4,3,2,4,2,2,3,4,2,5
11,1996,2,2,1,3,4,2,4,1,5,1,3,1,1
3,16,1,2,1,1,2,3,2,3,1,5,4,1,4
3,18,1,2,1,3,2,4,2,4,1,4,4,2,4
3,51,1,1,1,3,2,5,2,4,2,4,2,5,4
3,19,1,1,2,3,5,3,4,2,5,2,3,3,4
11,26,2,2,1,1,4,2,4,2,4,1,2,4,5
6,15,1,1,1,1,5,1,5,1,4,1,5,1,5
3,18,1,2,1,3,1,5,3,5,1,5,5,3,1
13,19,1,2,1,3,2,2,4,1,4,1,2,5,5
3,16,2,2,1,1,4,4,1,4,2,1,4,1,2
5,19,2,1,1,3,2,5,2,5,1,3,2,5,1
1,17,1,2,1,1,5,4,5,1,5,1,5,1,5
11,16,2,2,1,4,1,5,1,5,1,5,1,5,2
3,17,1,2,1,2,3,4,2,4,2,4,3,5,2
3,32,1,1,1,1,4,2,4,2,3,2,4,2,5
3,47,1,1,1,1,1,1,5,2,3,1,4,1,5
3,17,1,2,1,4,1,5,1,5,1,5,2,5,1
1,18,1,2,1,4,1,4,2,5,2,5,3,4,2
3,18,1,2,1,5,1,5,1,5,1,5,1,5,1
3,23,1,2,1,5,2,5,3,4,1,5,2,5,4
1,19,1,2,1,5,3,5,1,5,3,5,3,3,3
3,20,2,2,1,2,2,4,3,3,1,1,3,4,5
1,19,1,1,1,5,1,5,1,5,2,5,1,5,1
13,19,1,2,1,5,1,5,1,5,1,1,5,5,5
8,18,1,2,1,2,1,3,2,3,1,2,2,5,3
3,25,1,2,1,4,1,5,1,4,1,4,2,4,2
13,24,2,2,1,3,3,3,3,2,2,1,2,3,5
3,16,1,2,1,2,2,5,2,5,2,4,3,3,3
1,20,1,2,1,1,5,2,5,4,5,1,5,1,5
3,18,1,2,1,4,1,3,2,5,1,4,4,5,3
3,45,1,2,1,3,4,3,3,3,4,2,3,3,5
13,19,1,1,1,3,1,5,2,5,1,5,5,5,1
3,19,1,1,1,2,3,2,2,3,1,2,3,4,4
3,44,1,1,2,3,1,4,2,5,2,3,2,3,2
3,20,1,1,1,4,1,5,3,5,1,3,4,3,2
3,64,1,2,1,2,4,3,4,4,3,3,4,2,4
3,23,1,2,1,3,2,4,2,4,2,4,2,5,2
3,24,0,2,1,4,2,4,2,4,2,4,3,2,4
3,21,1,2,1,3,2,2,4,4,1,1,2,5,4
